temperature,humidity,exposure_hours,activity_level,hydration_level,age_group,heat_index,risk_score,risk_label
28.6,65.2,9,light,well,36-45,31.1,0.615,moderate
34.3,40.2,1,moderate,well,46-55,36.1,0.717,high
26.2,44.8,5,extreme,well,18-25,26.1,0.553,moderate
34.1,72.6,9,moderate,moderate,55+,48.4,0.931,extreme
23.7,55.7,4,heavy,poor,55+,23.6,0.725,high
36.0,83.4,9,heavy,well,26-35,63.7,1.0,extreme
36.9,53.7,3,moderate,moderate,18-25,47.4,0.863,extreme
28.2,48.9,12,heavy,poor,26-35,28.6,0.975,extreme
39.5,40.1,10,heavy,well,55+,47.1,1.0,extreme
38.4,54.0,7,light,moderate,26-35,52.2,0.916,extreme
26.4,77.1,12,moderate,well,55+,28.4,0.88,extreme
30.6,88.9,3,heavy,moderate,46-55,42.5,0.99,extreme
35.8,66.1,6,light,well,55+,51.0,0.956,extreme
28.1,58.7,11,extreme,poor,18-25,29.4,1.0,extreme
34.9,52.1,7,extreme,moderate,36-45,41.2,0.943,extreme
32.9,62.5,1,extreme,well,26-35,40.2,1.0,extreme
30.7,63.5,8,light,poor,18-25,35.1,0.764,high
34.9,47.7,7,light,well,18-25,39.6,0.83,high
30.7,47.9,7,extreme,moderate,46-55,31.8,0.883,extreme
40.3,55.6,4,moderate,moderate,46-55,60.3,1.0,extreme
34.0,69.3,11,moderate,moderate,26-35,46.6,1.0,extreme
31.7,42.3,8,light,well,36-45,32.2,0.558,moderate
28.9,78.2,12,heavy,moderate,18-25,34.1,0.999,extreme
33.1,60.8,6,heavy,well,46-55,40.2,1.0,extreme
27.2,27.9,5,heavy,poor,36-45,26.5,0.716,high
34.5,100.0,6,light,poor,55+,68.5,1.0,extreme
32.0,57.2,6,extreme,well,36-45,36.4,0.872,extreme
30.3,83.8,3,moderate,moderate,18-25,39.9,0.903,extreme
27.6,71.5,11,heavy,moderate,46-55,30.1,0.892,extreme
21.0,66.1,10,heavy,moderate,26-35,20.9,0.729,high
33.8,57.1,10,extreme,poor,18-25,40.6,1.0,extreme
32.1,70.5,12,light,well,55+,40.9,1.0,extreme
29.2,73.5,6,extreme,well,26-35,33.8,0.922,extreme
36.7,74.4,9,light,poor,55+,60.4,0.942,extreme
36.5,74.6,4,moderate,poor,36-45,59.7,0.978,extreme
39.6,60.0,2,extreme,moderate,18-25,61.0,1.0,extreme
28.8,67.1,10,moderate,well,36-45,31.9,0.694,moderate
25.3,67.2,10,extreme,moderate,55+,25.7,1.0,extreme
41.3,87.2,10,heavy,moderate,55+,99.9,1.0,extreme
36.2,80.4,2,heavy,moderate,36-45,62.5,0.991,extreme
27.1,61.6,8,light,well,36-45,28.4,0.302,low
32.0,74.7,11,moderate,poor,55+,42.3,0.957,extreme
32.1,46.1,9,heavy,well,26-35,33.7,0.905,extreme
37.3,63.8,7,heavy,poor,18-25,55.0,0.998,extreme
32.8,72.1,3,moderate,moderate,26-35,43.7,0.94,extreme
30.2,60.6,7,light,poor,55+,33.4,1.0,extreme
29.6,70.7,11,extreme,poor,46-55,34.3,0.961,extreme
25.4,65.4,4,extreme,well,55+,25.7,0.566,moderate
40.1,56.6,4,light,moderate,26-35,60.1,0.995,extreme
27.9,42.5,11,extreme,poor,18-25,27.7,1.0,extreme
29.8,52.6,7,extreme,poor,26-35,31.2,0.947,extreme
35.8,76.1,4,heavy,moderate,55+,57.4,1.0,extreme
28.3,71.7,3,light,moderate,26-35,31.4,0.337,low
43.0,40.5,4,extreme,well,36-45,57.2,1.0,extreme
25.6,78.1,5,moderate,well,55+,26.2,0.374,low
26.2,70.4,12,moderate,poor,26-35,27.6,1.0,extreme
33.1,100.0,4,extreme,poor,36-45,60.2,0.937,extreme
32.7,57.4,7,heavy,moderate,26-35,38.0,0.789,high
29.8,58.6,1,extreme,poor,55+,32.2,1.0,extreme
33.1,52.9,11,extreme,poor,18-25,37.4,0.985,extreme
23.8,33.9,6,heavy,well,55+,23.1,0.528,moderate
33.4,45.5,7,heavy,moderate,36-45,35.7,0.848,high
47.3,69.3,9,light,moderate,26-35,113.1,0.975,extreme
38.2,76.1,12,heavy,poor,55+,68.5,0.996,extreme
29.1,73.5,2,light,poor,36-45,33.6,0.734,high
39.1,76.2,2,heavy,poor,46-55,73.6,1.0,extreme
34.4,70.6,8,light,moderate,46-55,48.6,0.94,extreme
28.2,74.5,10,heavy,moderate,55+,31.6,1.0,extreme
34.1,75.2,3,extreme,moderate,55+,50.0,0.994,extreme
28.4,63.6,8,moderate,moderate,46-55,30.6,0.642,moderate
37.1,53.3,8,light,poor,55+,47.8,0.988,extreme
24.4,49.6,7,heavy,well,46-55,24.2,0.577,moderate
34.7,52.8,3,extreme,well,55+,41.0,0.968,extreme
29.7,51.7,10,heavy,well,26-35,30.9,0.71,high
28.7,50.2,1,light,moderate,36-45,29.3,0.313,low
29.5,70.6,3,extreme,moderate,55+,34.0,1.0,extreme
34.3,62.1,3,light,moderate,26-35,44.0,0.781,high
22.5,66.8,7,moderate,well,18-25,22.6,0.286,low
30.2,59.4,6,extreme,moderate,46-55,33.1,0.973,extreme
32.0,51.5,8,light,poor,55+,34.7,0.981,extreme
32.5,64.3,5,moderate,moderate,26-35,39.7,0.956,extreme
42.1,46.7,6,light,moderate,46-55,59.3,1.0,extreme
25.1,69.9,7,light,well,46-55,25.5,0.321,low
38.6,40.5,9,extreme,well,36-45,45.1,1.0,extreme
37.5,58.7,12,extreme,moderate,18-25,52.4,0.931,extreme
25.6,77.7,10,moderate,poor,18-25,26.3,0.792,high
27.4,66.7,2,moderate,well,18-25,29.3,0.379,low
32.6,48.4,4,light,well,26-35,35.0,0.436,moderate
36.2,62.7,2,extreme,poor,36-45,50.2,0.975,extreme
28.5,42.5,10,heavy,poor,36-45,28.3,0.974,extreme
34.6,57.8,10,moderate,well,55+,42.8,0.918,extreme
26.6,67.0,7,heavy,well,18-25,28.0,0.546,moderate
35.3,81.7,10,moderate,poor,26-35,59.1,0.905,extreme
29.0,70.9,9,moderate,moderate,55+,32.9,0.984,extreme
27.9,75.0,5,moderate,well,36-45,31.1,0.466,moderate
22.3,52.6,4,extreme,well,55+,22.0,0.66,moderate
33.1,61.0,11,heavy,moderate,55+,40.1,1.0,extreme
24.3,66.6,12,heavy,moderate,36-45,24.6,0.662,moderate
39.1,61.8,10,light,moderate,18-25,60.6,1.0,extreme
33.2,49.7,7,heavy,well,46-55,36.7,0.888,extreme
30.0,62.0,12,extreme,moderate,26-35,33.3,1.0,extreme
28.0,52.7,7,moderate,moderate,46-55,28.7,0.678,moderate
25.6,43.1,5,light,moderate,55+,25.3,0.383,low
34.8,31.6,6,extreme,moderate,26-35,34.7,0.988,extreme
33.0,61.9,11,moderate,moderate,55+,40.2,1.0,extreme
34.1,50.9,1,moderate,moderate,46-55,39.0,0.842,high
36.8,86.1,8,heavy,moderate,36-45,70.5,1.0,extreme
28.7,59.4,2,moderate,well,36-45,30.4,0.315,low
28.4,67.6,2,extreme,well,55+,31.1,0.765,high
25.9,61.8,6,extreme,well,18-25,26.2,0.548,moderate
21.9,42.9,12,light,poor,18-25,21.3,0.563,moderate
38.3,80.1,3,light,poor,55+,73.2,1.0,extreme
35.5,56.5,6,heavy,well,26-35,44.7,1.0,extreme
35.6,53.1,6,extreme,moderate,46-55,43.4,0.869,extreme
34.1,76.7,4,light,well,18-25,50.7,0.922,extreme
22.3,46.3,11,extreme,well,26-35,21.8,0.658,moderate
37.0,66.7,7,light,poor,36-45,55.7,1.0,extreme
28.9,64.5,10,extreme,well,36-45,31.6,0.937,extreme
39.9,76.9,5,light,moderate,55+,78.6,0.976,extreme
32.5,68.6,8,extreme,poor,18-25,41.3,1.0,extreme
25.4,49.9,12,extreme,moderate,36-45,25.3,0.827,high
32.2,85.2,1,moderate,well,36-45,47.5,0.73,high
41.7,80.1,12,moderate,moderate,18-25,93.3,1.0,extreme
38.0,80.9,11,heavy,poor,46-55,72.3,1.0,extreme
25.3,74.1,12,moderate,well,26-35,25.8,0.425,moderate
27.2,37.1,12,heavy,well,18-25,26.9,0.557,moderate
26.6,64.4,8,heavy,moderate,55+,27.8,0.798,high
33.0,77.6,9,moderate,poor,26-35,47.1,1.0,extreme
31.8,55.4,2,heavy,poor,36-45,35.4,0.963,extreme
22.8,55.4,12,moderate,well,55+,22.6,0.687,moderate
33.0,49.2,3,heavy,poor,26-35,36.0,0.965,extreme
46.3,89.4,6,light,well,26-35,143.3,1.0,extreme
26.2,73.2,12,moderate,poor,46-55,27.7,0.975,extreme
42.9,62.9,11,heavy,moderate,46-55,78.5,0.912,extreme
28.4,50.8,3,heavy,well,36-45,28.9,0.396,low
31.5,56.7,11,heavy,moderate,26-35,35.1,1.0,extreme
28.6,69.1,10,moderate,well,55+,31.7,0.792,high
29.5,41.9,8,heavy,moderate,18-25,29.3,0.582,moderate
30.6,56.3,12,moderate,moderate,18-25,33.2,0.909,extreme
37.3,57.0,6,moderate,moderate,26-35,50.6,0.946,extreme
31.1,76.4,5,moderate,well,55+,40.0,0.969,extreme
32.9,70.6,4,heavy,well,26-35,43.6,0.984,extreme
32.1,47.4,5,moderate,well,36-45,34.0,0.577,moderate
35.1,72.6,3,light,moderate,18-25,52.2,0.94,extreme
31.9,72.6,8,light,moderate,55+,41.1,1.0,extreme
27.1,68.9,1,extreme,well,26-35,29.0,0.55,moderate
24.2,46.8,5,light,poor,36-45,23.9,0.454,moderate
37.3,41.6,1,moderate,poor,55+,42.6,0.998,extreme
20.0,71.3,2,heavy,poor,18-25,19.9,0.549,moderate
29.0,66.4,6,extreme,moderate,26-35,32.1,0.945,extreme
20.0,45.5,3,extreme,moderate,46-55,19.2,0.651,moderate
31.7,47.8,3,moderate,well,26-35,33.4,0.608,moderate
27.0,64.4,2,extreme,moderate,46-55,28.4,0.845,high
29.9,57.6,7,light,moderate,36-45,32.2,0.701,high
30.3,75.3,5,light,moderate,55+,37.4,0.76,high
27.6,64.0,9,moderate,moderate,55+,29.2,0.867,extreme
35.7,52.0,6,moderate,poor,26-35,43.3,0.961,extreme
31.2,76.5,10,moderate,moderate,36-45,40.2,1.0,extreme
36.8,74.8,9,extreme,well,26-35,61.1,0.995,extreme
32.3,26.0,6,light,poor,18-25,30.7,0.582,moderate
34.2,88.2,4,moderate,well,26-35,58.3,0.977,extreme
25.6,50.1,11,moderate,poor,18-25,25.5,0.757,high
35.6,49.6,12,moderate,well,55+,42.1,0.979,extreme
37.9,50.4,7,moderate,well,36-45,48.6,1.0,extreme
27.3,24.5,1,extreme,poor,36-45,26.4,0.636,moderate
36.3,62.6,7,moderate,moderate,36-45,50.7,1.0,extreme
27.9,49.4,12,extreme,well,36-45,28.3,0.925,extreme
37.1,76.3,11,moderate,well,55+,63.7,1.0,extreme
24.4,52.6,1,light,poor,36-45,24.3,0.357,low
29.1,66.1,3,light,well,18-25,32.3,0.445,moderate
32.0,68.8,6,extreme,moderate,18-25,39.9,0.986,extreme
28.4,75.8,1,heavy,moderate,18-25,32.4,0.753,high
38.3,76.9,4,extreme,well,18-25,70.1,0.954,extreme
33.5,73.6,11,moderate,moderate,36-45,46.9,1.0,extreme
25.1,30.9,8,extreme,moderate,26-35,24.5,0.689,moderate
31.0,53.9,7,light,well,26-35,33.4,0.576,moderate
31.9,50.6,12,moderate,poor,55+,34.3,0.995,extreme
33.2,51.7,8,heavy,well,46-55,37.2,0.936,extreme
31.7,73.0,11,moderate,poor,18-25,40.6,1.0,extreme
32.4,51.1,5,light,moderate,26-35,35.4,0.663,moderate
28.0,46.3,7,moderate,well,46-55,28.1,0.603,moderate
26.6,26.8,4,light,moderate,46-55,26.1,0.388,low
34.7,79.1,3,light,well,46-55,54.5,0.961,extreme
34.6,67.7,2,light,poor,46-55,47.8,1.0,extreme
31.9,74.2,4,heavy,poor,46-55,41.6,0.942,extreme
33.6,56.1,3,light,well,18-25,39.5,0.672,moderate
37.3,30.8,9,heavy,well,26-35,38.5,1.0,extreme
32.8,61.0,4,moderate,poor,26-35,39.4,1.0,extreme
37.2,51.5,8,light,moderate,55+,47.0,1.0,extreme
30.6,79.9,2,light,well,46-55,39.5,0.889,extreme
29.9,72.8,4,extreme,well,46-55,35.5,0.973,extreme
31.0,90.0,6,heavy,moderate,18-25,44.8,0.917,extreme
30.9,59.3,1,heavy,well,18-25,34.4,0.658,moderate
24.1,61.8,2,light,moderate,18-25,24.1,0.225,low
37.0,47.5,2,extreme,poor,55+,44.4,0.98,extreme
32.2,78.9,10,heavy,moderate,36-45,44.7,0.986,extreme
33.9,86.1,9,moderate,moderate,46-55,55.3,0.963,extreme
43.7,49.6,8,light,poor,18-25,67.7,0.937,extreme
33.5,65.4,6,extreme,poor,36-45,43.0,1.0,extreme
32.3,77.3,10,heavy,well,46-55,44.2,0.971,extreme
32.7,54.1,1,moderate,moderate,55+,36.8,0.859,extreme
27.9,47.1,5,light,poor,26-35,28.1,0.592,moderate
36.1,56.4,4,heavy,poor,18-25,46.4,0.957,extreme
25.3,48.0,3,extreme,poor,26-35,25.1,0.652,moderate
32.8,61.9,3,heavy,well,26-35,39.7,0.891,extreme
24.1,41.5,6,extreme,poor,55+,23.7,0.936,extreme
35.6,53.7,3,heavy,well,36-45,43.8,0.903,extreme
35.8,39.8,5,light,poor,46-55,38.6,0.852,extreme
34.4,44.5,11,light,well,26-35,37.5,0.736,high
27.1,64.7,11,moderate,poor,36-45,28.6,0.964,extreme
25.4,80.3,6,light,poor,55+,26.1,0.57,moderate
26.5,64.5,12,moderate,moderate,18-25,27.7,0.789,high
31.1,90.9,4,extreme,moderate,26-35,45.6,1.0,extreme
40.3,58.4,11,moderate,moderate,55+,62.5,1.0,extreme
29.7,70.9,5,light,well,36-45,34.6,0.489,moderate
33.5,47.9,12,light,moderate,55+,36.7,1.0,extreme
23.9,65.1,1,heavy,moderate,36-45,24.0,0.451,moderate
32.9,22.6,2,heavy,poor,26-35,31.0,0.722,high
38.4,68.3,2,light,moderate,36-45,62.9,0.993,extreme
33.9,67.0,2,moderate,moderate,18-25,44.8,0.968,extreme
23.4,56.3,12,light,poor,18-25,23.2,0.726,high
24.1,50.3,9,extreme,moderate,18-25,23.9,0.876,extreme
25.9,44.1,10,heavy,poor,18-25,25.6,0.878,extreme
31.1,28.5,11,light,well,36-45,29.7,0.613,moderate
28.9,55.4,10,moderate,poor,18-25,30.2,0.894,extreme
35.9,54.4,2,heavy,well,46-55,45.0,1.0,extreme
40.2,44.6,7,moderate,moderate,26-35,51.7,0.994,extreme
28.5,55.8,10,extreme,moderate,26-35,29.7,1.0,extreme
31.5,88.2,3,heavy,moderate,36-45,46.1,0.949,extreme
36.2,73.1,1,light,moderate,26-35,57.2,1.0,extreme
35.2,85.1,1,light,poor,26-35,61.0,1.0,extreme
29.0,10.3,11,extreme,well,18-25,27.4,0.91,extreme
40.5,84.5,10,moderate,moderate,46-55,91.1,1.0,extreme
33.3,74.4,9,extreme,moderate,36-45,46.4,0.965,extreme
42.7,64.8,7,moderate,moderate,18-25,79.7,0.91,extreme
27.0,64.3,8,heavy,well,55+,28.4,0.663,moderate
27.5,100.0,11,light,poor,18-25,33.8,1.0,extreme
29.4,44.5,8,moderate,moderate,18-25,29.5,0.58,moderate
36.7,82.7,5,light,poor,18-25,66.8,1.0,extreme
35.9,38.8,5,moderate,well,18-25,38.5,0.77,high
37.1,96.2,9,heavy,moderate,26-35,81.8,0.997,extreme
42.7,60.7,3,moderate,well,55+,75.3,0.996,extreme
29.2,42.8,8,heavy,well,36-45,29.1,0.571,moderate
38.6,46.9,3,heavy,poor,36-45,48.6,0.969,extreme
36.4,69.6,11,moderate,moderate,46-55,55.4,1.0,extreme
34.5,79.7,9,moderate,poor,46-55,54.2,1.0,extreme
27.8,68.5,7,heavy,poor,46-55,30.1,0.949,extreme
40.5,61.9,11,heavy,poor,18-25,66.3,1.0,extreme
30.2,83.7,9,heavy,well,26-35,39.4,0.931,extreme
35.6,56.8,2,extreme,moderate,46-55,45.1,1.0,extreme
34.3,47.1,6,extreme,poor,36-45,38.1,1.0,extreme
31.4,47.7,7,light,moderate,18-25,32.8,0.61,moderate
26.8,65.9,7,heavy,poor,46-55,28.2,0.969,extreme
32.1,48.0,8,moderate,moderate,46-55,34.0,0.96,extreme
32.5,56.5,10,moderate,well,26-35,37.3,0.866,extreme
28.0,58.2,2,moderate,well,26-35,29.2,0.354,low
20.0,72.5,5,moderate,well,36-45,19.9,0.296,low
28.7,38.8,2,moderate,well,46-55,28.3,0.505,moderate
30.1,35.2,1,moderate,poor,26-35,29.3,0.623,moderate
31.9,42.5,7,extreme,moderate,46-55,32.6,0.958,extreme
41.6,83.4,6,extreme,well,26-35,96.7,0.932,extreme
26.7,43.7,12,light,poor,36-45,26.6,0.598,moderate
27.6,55.9,7,moderate,moderate,18-25,28.6,0.582,moderate
29.8,47.3,12,moderate,poor,18-25,30.4,0.942,extreme
27.0,40.7,9,heavy,poor,55+,26.9,1.0,extreme
33.6,60.0,6,heavy,moderate,36-45,41.0,1.0,extreme
30.7,21.5,5,extreme,well,26-35,28.9,0.658,moderate
31.5,57.8,12,extreme,poor,26-35,35.4,1.0,extreme
29.6,81.8,4,heavy,moderate,55+,37.1,0.87,extreme
35.3,46.5,10,extreme,well,36-45,40.1,1.0,extreme
27.2,40.8,1,moderate,well,18-25,27.1,0.337,low
32.9,66.8,12,heavy,poor,26-35,41.8,0.983,extreme
24.5,65.6,4,moderate,well,36-45,24.7,0.21,low
22.7,63.5,10,light,well,18-25,22.7,0.481,moderate
30.5,64.5,10,extreme,well,36-45,34.9,0.938,extreme
24.9,77.7,10,light,moderate,18-25,25.5,0.483,moderate
28.9,64.3,9,extreme,moderate,55+,31.5,1.0,extreme
29.4,46.1,9,heavy,poor,36-45,29.7,1.0,extreme
24.2,28.9,9,moderate,well,18-25,23.4,0.49,moderate
30.2,57.9,1,light,well,36-45,32.7,0.478,moderate
34.9,86.3,10,heavy,well,18-25,60.2,1.0,extreme
34.9,81.9,10,moderate,well,26-35,57.4,1.0,extreme
31.8,80.5,7,heavy,poor,36-45,43.7,1.0,extreme
30.3,89.2,12,light,poor,18-25,41.4,1.0,extreme
34.3,45.2,11,extreme,poor,55+,37.5,0.99,extreme
28.8,49.4,9,heavy,poor,18-25,29.3,1.0,extreme
29.7,55.6,8,heavy,moderate,18-25,31.5,0.732,high
31.0,63.6,1,light,well,18-25,35.7,0.463,moderate
32.9,50.9,2,extreme,poor,36-45,36.4,0.975,extreme
38.3,72.9,4,moderate,moderate,55+,66.2,0.931,extreme
27.7,33.9,8,light,poor,55+,27.1,0.716,high
37.3,66.2,5,heavy,well,55+,56.5,1.0,extreme
39.5,56.1,6,moderate,moderate,46-55,57.4,0.986,extreme
21.2,50.6,6,heavy,poor,36-45,20.7,0.609,moderate
34.3,62.9,11,extreme,well,36-45,44.2,0.96,extreme
33.1,54.8,9,heavy,well,46-55,38.0,1.0,extreme
44.4,63.3,4,extreme,poor,55+,86.9,1.0,extreme
27.4,81.5,3,heavy,poor,55+,30.9,0.873,extreme
39.4,74.8,11,light,moderate,36-45,73.6,0.965,extreme
31.2,58.3,5,heavy,well,55+,34.8,0.901,extreme
36.5,51.4,10,moderate,moderate,36-45,45.3,0.923,extreme
28.5,72.8,7,moderate,poor,26-35,32.1,0.952,extreme
38.9,61.7,2,extreme,well,18-25,59.7,0.988,extreme
38.3,64.8,10,extreme,poor,36-45,59.7,1.0,extreme
36.3,68.4,2,heavy,well,55+,54.2,0.967,extreme
33.5,56.3,9,moderate,poor,18-25,39.5,0.995,extreme
37.9,48.2,7,heavy,moderate,26-35,47.3,0.95,extreme
31.1,55.7,6,extreme,poor,46-55,34.1,1.0,extreme
31.0,66.5,8,extreme,well,26-35,36.5,0.878,extreme
32.4,28.0,4,extreme,well,46-55,31.1,0.767,high
33.0,92.2,10,moderate,poor,36-45,54.8,0.975,extreme
31.6,59.7,11,heavy,poor,46-55,36.2,1.0,extreme
38.7,75.7,1,heavy,poor,26-35,70.8,1.0,extreme
38.0,42.8,7,heavy,poor,46-55,44.7,1.0,extreme
28.8,36.2,8,moderate,moderate,46-55,28.1,0.719,high
30.8,84.1,11,heavy,poor,26-35,41.5,0.963,extreme
33.1,44.8,10,moderate,well,55+,35.1,0.953,extreme
26.6,41.1,7,heavy,poor,36-45,26.4,0.63,moderate
29.5,33.7,12,light,moderate,26-35,28.6,0.631,moderate
33.1,97.1,2,heavy,poor,18-25,58.6,1.0,extreme
25.4,99.7,9,heavy,poor,18-25,26.6,0.898,extreme
39.9,48.7,9,moderate,poor,36-45,53.6,0.97,extreme
36.3,58.5,1,heavy,poor,36-45,48.2,0.914,extreme
42.6,78.3,9,heavy,poor,55+,96.5,0.995,extreme
41.4,82.5,10,light,well,55+,94.5,1.0,extreme
27.4,46.8,2,moderate,moderate,26-35,27.6,0.524,moderate
27.7,52.6,1,moderate,poor,26-35,28.4,0.525,moderate
30.2,80.2,12,light,well,55+,38.5,0.95,extreme
27.4,50.3,5,light,well,55+,27.8,0.537,moderate
35.8,53.4,11,light,well,36-45,44.3,1.0,extreme
28.9,32.0,1,extreme,well,26-35,27.9,0.604,moderate
31.9,65.9,7,heavy,poor,18-25,38.6,0.97,extreme
35.3,49.7,10,moderate,moderate,26-35,41.4,0.968,extreme
33.3,44.3,11,light,moderate,18-25,35.4,0.794,high
35.0,65.1,11,moderate,poor,46-55,47.7,0.971,extreme
28.1,38.2,2,moderate,well,18-25,27.6,0.352,low
35.9,65.8,5,heavy,moderate,26-35,51.2,1.0,extreme
28.9,72.6,3,moderate,moderate,18-25,33.0,0.703,high
29.6,52.1,4,extreme,moderate,36-45,30.7,0.695,moderate
37.8,60.3,10,light,moderate,55+,54.6,1.0,extreme
27.4,63.1,12,extreme,poor,55+,28.9,1.0,extreme
42.2,50.9,6,heavy,well,26-35,63.2,1.0,extreme
35.9,75.8,6,extreme,poor,46-55,57.7,1.0,extreme
36.6,73.6,2,moderate,poor,18-25,59.2,0.973,extreme
29.2,39.1,3,extreme,poor,18-25,28.8,0.851,extreme
20.0,53.3,5,light,moderate,26-35,19.4,0.276,low
30.5,71.4,4,heavy,poor,46-55,36.6,1.0,extreme
33.7,50.5,1,light,poor,36-45,37.9,0.7,moderate
26.1,61.0,2,heavy,poor,36-45,26.3,0.602,moderate
25.1,86.1,2,heavy,moderate,46-55,25.9,0.623,moderate
26.4,84.9,10,moderate,poor,18-25,28.9,0.822,high
43.5,49.4,2,extreme,moderate,36-45,66.7,0.998,extreme
34.5,76.5,10,light,well,55+,52.3,0.969,extreme
35.1,78.0,7,extreme,well,18-25,55.5,0.944,extreme
29.9,72.3,8,extreme,well,18-25,35.5,0.913,extreme
29.9,61.8,2,light,well,36-45,33.0,0.44,moderate
33.5,47.8,9,moderate,well,55+,36.5,0.985,extreme
35.6,76.3,9,light,moderate,18-25,56.5,0.985,extreme
29.5,87.9,6,light,moderate,26-35,38.4,0.621,moderate
38.7,44.1,8,extreme,well,46-55,47.3,0.95,extreme
33.2,59.8,8,heavy,well,36-45,40.0,0.978,extreme
31.8,61.2,9,extreme,well,46-55,36.9,1.0,extreme
35.3,80.4,7,heavy,poor,18-25,58.0,1.0,extreme
21.5,42.7,7,light,moderate,36-45,20.8,0.341,low
37.5,44.9,5,moderate,moderate,55+,44.5,0.983,extreme
27.9,40.9,9,heavy,poor,55+,27.6,0.954,extreme
29.8,52.0,5,extreme,well,46-55,31.1,0.868,extreme
39.2,71.2,9,heavy,well,46-55,69.1,1.0,extreme
29.0,68.9,8,moderate,poor,46-55,32.6,1.0,extreme
28.7,66.6,11,moderate,poor,46-55,31.4,0.95,extreme
25.4,53.9,8,heavy,well,46-55,25.4,0.524,moderate
36.4,35.6,3,extreme,moderate,18-25,38.5,0.946,extreme
39.6,58.9,10,light,moderate,55+,60.1,0.999,extreme
38.3,81.8,10,moderate,poor,46-55,74.5,1.0,extreme
39.4,42.4,6,heavy,poor,18-25,48.2,1.0,extreme
38.4,62.1,10,heavy,moderate,26-35,57.8,0.948,extreme
38.7,76.9,5,extreme,poor,46-55,71.9,1.0,extreme
27.5,71.7,3,light,well,26-35,29.9,0.29,low
34.9,95.6,6,heavy,well,46-55,67.2,1.0,extreme
20.9,67.6,5,extreme,poor,18-25,20.8,0.83,high
41.2,66.2,5,heavy,well,18-25,73.9,1.0,extreme
38.4,78.7,2,extreme,moderate,46-55,72.0,0.883,extreme
28.6,58.6,7,moderate,poor,36-45,30.1,0.726,high
32.6,60.2,2,moderate,well,55+,38.5,0.739,high
31.6,71.0,2,extreme,moderate,18-25,39.6,1.0,extreme
36.7,48.8,4,light,well,26-35,44.4,0.716,high
35.1,69.3,2,light,poor,36-45,50.1,1.0,extreme
39.6,57.6,9,extreme,poor,36-45,59.2,1.0,extreme
27.0,59.7,2,light,moderate,46-55,28.1,0.564,moderate
26.3,44.7,3,light,moderate,55+,26.1,0.417,moderate
24.4,38.9,6,moderate,moderate,18-25,24.0,0.385,low
22.5,69.2,1,light,poor,26-35,22.6,0.335,low
29.4,37.8,6,extreme,well,55+,28.8,0.856,extreme
23.6,16.3,3,moderate,well,18-25,22.5,0.26,low
39.9,52.5,1,extreme,poor,55+,56.3,1.0,extreme
40.5,39.3,6,light,moderate,26-35,49.0,0.967,extreme
31.6,69.9,10,light,well,18-25,39.2,1.0,extreme
28.5,71.2,7,extreme,well,18-25,31.9,0.667,moderate
26.5,73.2,3,moderate,poor,18-25,28.2,0.609,moderate
30.5,63.8,10,light,well,36-45,34.7,0.773,high
22.1,83.0,10,moderate,poor,18-25,22.5,0.634,moderate
34.2,68.3,9,heavy,moderate,26-35,46.6,0.933,extreme
32.3,57.8,11,extreme,poor,36-45,37.1,1.0,extreme
30.2,77.5,10,moderate,moderate,36-45,37.4,1.0,extreme
42.5,73.1,5,heavy,poor,18-25,89.0,0.97,extreme
25.3,75.1,10,moderate,well,36-45,25.9,0.524,moderate
31.2,88.4,9,moderate,well,26-35,44.6,1.0,extreme
35.1,45.1,3,extreme,poor,18-25,39.2,1.0,extreme
27.4,51.3,9,extreme,moderate,26-35,27.9,1.0,extreme
28.2,44.2,12,extreme,well,36-45,28.1,0.926,extreme
29.1,80.3,2,extreme,moderate,26-35,35.2,0.859,extreme
43.3,81.6,7,light,poor,46-55,105.8,0.931,extreme
26.0,52.7,4,light,well,46-55,26.1,0.25,low
30.6,56.1,2,extreme,poor,26-35,33.1,1.0,extreme
31.5,73.5,8,extreme,poor,18-25,40.1,1.0,extreme
30.1,57.6,5,extreme,poor,55+,32.6,0.949,extreme
31.5,49.8,12,moderate,moderate,36-45,33.4,0.89,extreme
40.9,67.3,3,light,moderate,18-25,73.4,0.953,extreme
38.9,63.1,6,extreme,well,18-25,60.9,0.999,extreme
35.4,48.7,11,light,well,55+,41.2,0.99,extreme
41.6,66.1,8,extreme,well,46-55,76.0,1.0,extreme
25.7,50.5,7,heavy,moderate,18-25,25.7,0.438,moderate
21.4,45.2,7,light,well,46-55,20.8,0.323,low
33.5,63.6,8,heavy,well,18-25,42.3,1.0,extreme
37.3,31.1,10,extreme,poor,55+,38.6,0.981,extreme
31.4,73.0,8,extreme,poor,36-45,39.8,0.969,extreme
28.1,70.7,8,extreme,poor,18-25,30.9,0.915,extreme
27.4,100.0,7,moderate,moderate,46-55,33.2,0.899,extreme
30.5,50.0,1,light,well,46-55,31.7,0.542,moderate
33.0,69.8,5,moderate,well,26-35,43.5,0.942,extreme
33.4,69.6,8,heavy,poor,26-35,44.7,0.951,extreme
30.2,44.5,11,heavy,moderate,46-55,30.5,1.0,extreme
39.9,46.7,5,heavy,poor,36-45,52.3,1.0,extreme
31.3,98.9,7,heavy,poor,26-35,50.1,1.0,extreme
24.4,55.0,8,moderate,poor,46-55,24.3,0.665,moderate
